Jugador,walkingRhythm_ritmo,joggingRhythm_ritmo,lowSpeedRunningRhythm_ritmo,highSpeedRunningRhythm_ritmo,sprintRhythm_ritmo,veryHighSpeedRhythm_ritmo,acc_dist_3_4_aceleraciones,acc_dist_5_6_aceleraciones,max_acceleration_aceleraciones,num_efforts_0_1_aceleraciones,num_efforts_1_2_aceleraciones,num_efforts_2_3_aceleraciones,num_efforts_3_4_aceleraciones,num_efforts_5_6_aceleraciones,num_efforts_max_acc_aceleraciones,walkingDistance_umbral_est,joggingDistance_umbral_est,distance_above_95_percent_umbral_rel,maxSpeed_umbral_rel,esfuerzos_above_95_percent_umbral_rel
A. Robinson,39.07026007176802,41.67976100812137,13.65269477734231,6.227506478207827,2.7541194925931856,0.9802226566894844,81.19300000000001,0.321,8.029,1.7,0.5,1.0,5.8,0.4,2.2,3806.481959722833,4060.959012191424,38.77568866985503,33.4836,3.9
T. Partey,35.758682017719735,54.49168391826134,16.052440655605647,3.9383506761477736,0.7890030463187454,0.0366151105786184,23.56111111111111,0.151111111111111,8.09,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.0,2.111111111111111,3348.8277834470614,5106.972459531203,12.77206291033756,29.664,1.7777777777777777
A. Robertson,37.423190414929486,46.291893976956274,16.642943597711557,8.272893073630218,3.1364835752444007,0.5789607916332746,84.52875,0.2175,7.725,1.5,1.125,0.25,6.75,0.125,2.0,3240.5462153366952,3948.8719101310976,23.5340635231599,32.94,2.0
M. Antonio,40.735718968859416,41.68286036708979,14.282260754641957,6.839326406661752,2.198247362847796,0.3616879951654085,74.34,0.416,9.546,0.6,0.4,1.0,3.6,0.0,2.0,3206.53516156864,3308.654928957415,12.394161233703723,33.825599999999994,1.2
A. Maitland-Niles,34.288997982440875,55.2802228502818,19.65384857869098,6.092958984239409,1.5608614901538995,0.1356753417112816,32.18666666666667,0.31,7.886666666666667,2.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.3333333333333333,2.0,2645.877689328046,4309.449949941871,8.741497169443296,32.172000000000004,1.0
Casemiro,34.65200141887314,57.04105471658103,17.247623697067628,5.25650260680322,0.8654820232922823,0.0206338611142685,33.644,0.128,7.646000000000001,1.4,0.6,0.8,1.4,0.2,2.0,3307.1198384673785,5427.726838341207,18.677913682044917,28.7352,2.4
C. Summerville,36.66563968423459,48.261283763169104,17.04525271290403,9.721085504089636,3.2848320024095905,0.574622728852584,99.875,0.185,7.550000000000001,1.5,0.0,1.0,6.5,0.5,1.5,3468.117268101749,4562.655196186131,33.501614500084244,32.616,3.5
V. van Dijk,43.50945604810696,32.58831854761474,12.512980421760473,4.107027073769911,1.015681590786231,0.1513876830019565,55.48166666666668,0.0,7.988333333333333,2.083333333333333,0.4166666666666667,0.25,2.1666666666666665,0.0,2.0,4302.2489232301405,3225.6992541829586,14.811747955120984,31.725000000000005,1.9166666666666667
M. Doherty,37.21018566816395,52.890071517542935,19.926249575410694,8.026279493950412,2.504226824272735,0.2169993319502517,64.34666666666668,0.0,7.659999999999999,1.3333333333333333,1.0,0.0,4.666666666666667,0.0,2.333333333333333,3411.4371683351437,4846.101430545423,20.93545124099933,31.632000000000005,2.0
Renan Lodi,39.249846402651656,43.92082829395852,16.138521143002485,7.701224781556105,2.8363311012017443,0.183491047345061,100.23,0.346,7.681999999999999,1.4,1.4,0.4,7.8,0.2,2.0,3375.96626145295,3747.285184739789,34.29388048106503,30.3192,3.2
A. Mitrovic,44.347162884607776,40.119660210268655,13.482340847385352,4.771874297608036,0.9300620336931716,0.1160268126971065,46.12636363636364,0.4936363636363636,8.910909090909092,0.8181818181818182,0.8181818181818182,0.5454545454545454,2.5454545454545454,0.3636363636363636,2.090909090909091,4255.728582506439,3849.1657086513214,19.1722104776735,30.71127272727273,1.818181818181818
Jonny,38.3972215664918,43.03955182491912,15.025338576370045,6.954279434354479,1.8900233191458011,0.1378036759355855,57.291818181818186,0.4454545454545455,7.805454545454546,1.818181818181818,1.0909090909090908,0.2727272727272727,3.1818181818181817,0.2727272727272727,2.090909090909091,3512.3610114768044,3932.445524674673,30.775173252601327,30.38072727272728,3.8181818181818175
W. Ndidi,36.66160257704082,53.935058418951066,14.475471030910391,4.380599956648873,1.0245705492121908,0.0029272106888057,32.565000000000005,0.1766666666666666,7.666666666666667,1.1666666666666667,1.5,0.1666666666666666,1.6666666666666667,0.3333333333333333,2.0,3514.2423967064183,5150.517451721923,21.1159785003431,29.562,2.6666666666666665
Son Heung-Min,35.75605596501682,48.58065869508039,16.238205416888395,8.135769379545058,3.4583115263048985,0.4672665686498135,56.844166666666666,0.25,8.690833333333336,1.5,0.4166666666666667,0.5833333333333334,3.1666666666666665,0.25,2.25,3169.354506317776,4290.08682713478,20.55779393437266,32.841,2.1666666666666665
K. Tsimikas,33.99218332581547,44.9058361279759,18.990981999520123,8.872703023281256,2.116543971756469,0.2230414641990822,105.62,0.0,7.805,0.5,1.5,1.0,4.0,0.0,2.0,3177.155978818518,4150.291030133864,20.2333107172142,31.698,2.5
M. Almiron,37.10646346237101,44.93041601083402,16.063685615553776,8.041310323148675,3.804875344940692,0.9131152117229158,98.6846153846154,1.9284615384615384,7.808461538461539,0.9230769230769232,1.1538461538461535,1.0769230769230769,8.384615384615385,1.2307692307692308,2.3846153846153846,3295.3002822918183,4002.017617828954,25.050085530469232,33.693230769230766,2.8461538461538463
Marc Cucurella,40.90446380146182,40.837782077468965,14.095384552885852,7.033509660017344,2.7674159959071947,0.1763815078783221,77.43833333333333,0.3016666666666667,7.945,1.8333333333333333,0.6666666666666666,0.6666666666666666,6.5,0.3333333333333333,1.8333333333333333,3809.6886297432,3777.507944236996,36.06844065184371,30.708,3.8333333333333335
Kepa,39.15327420816829,13.88469286965842,0.983146102131358,0.2234555670015376,0.0467692577836868,0.0,7.657999999999999,0.0,8.162,2.2,0.6,0.0,0.2,0.2,2.0,3833.109323433933,1359.4075151863783,8.879281834975348,25.9848,1.2
T. Ream,39.94743310291903,36.2133554100381,13.622719567856691,5.37675265951171,1.457170076242793,0.0889132779674016,58.08538461538462,0.1084615384615384,8.24076923076923,2.3076923076923075,0.3846153846153846,0.3846153846153846,3.8461538461538463,0.0,1.8461538461538465,3876.4749229261006,3512.269293851614,22.330027888810488,30.256615384615387,2.923076923076923
Ruben Neves,36.30884797092641,52.76414763116836,18.248092984848167,6.199258670393974,1.2684025814690052,0.0464436475571713,40.03916666666667,0.4908333333333333,7.8825,1.6666666666666667,1.0833333333333333,0.0833333333333333,2.333333333333333,0.1666666666666666,2.0,3595.284648700348,5213.493824896184,29.262774229796136,29.643000000000004,3.4166666666666665
Fabinho,36.83340033689764,53.497745576048246,17.133446138483347,4.743514216209073,0.8808342061996237,0.0148846208546412,29.012857142857143,2.827142857142857,7.36,0.8571428571428571,0.5714285714285714,0.4285714285714285,2.0,0.1428571428571428,1.5714285714285714,3508.735014457196,5048.567335515429,26.183943853444,28.208571428571435,3.142857142857143
D. McNeil,38.85173280702049,49.289913471478734,17.764960903880375,6.7231003741763296,1.663897539523549,0.1934905749968694,54.20333333333334,0.5066666666666667,7.483333333333333,1.3333333333333333,1.1666666666666667,0.6666666666666666,4.0,0.5,2.0,3189.550635398872,4053.470943983482,22.65892024427897,31.158,1.8333333333333333
M. Salisu,44.94975477348565,39.35028417022152,11.67740303155984,4.802643371356884,1.3936847117245252,0.1133480785302993,48.605,3.865833333333333,7.946666666666665,1.8333333333333333,0.6666666666666666,0.3333333333333333,4.0,0.25,2.0,4372.447376275105,3823.3656778587383,19.56302577036137,31.001999999999995,2.333333333333333
P. Gross,35.97101173198384,54.55166183487688,25.912102241066265,8.649250339387223,1.0454790673201024,0.0,41.9125,0.1833333333333333,8.116666666666667,0.9166666666666666,1.0,0.5,2.4166666666666665,0.0833333333333333,1.9166666666666667,3244.159072836395,4899.376348289493,21.19529041345981,28.596000000000004,2.75
K. Moore,37.93208607342534,48.4159991017792,15.291816509990818,5.569116572350214,1.827296955161665,0.2616696001235519,77.25833333333334,0.4733333333333333,9.36,1.1666666666666667,0.1666666666666666,1.1666666666666667,3.5,0.6666666666666666,2.0,3540.735913977689,4533.758303163676,17.780605415753982,31.661999999999995,1.8333333333333333
K. Tierney,36.671730414569566,50.53963425618983,14.604768543479228,5.337187560981125,2.554702647191154,0.4878703078487758,66.875,1.09,7.645,1.0,1.5,0.5,5.0,1.0,2.5,3564.5419798850207,4910.164193675528,31.30630508334873,32.22,3.0
J. Lerma,33.814029018695514,52.525494436633466,18.434691426269502,5.378770141613789,1.3242431471239913,0.1298526856306969,50.60846153846153,0.1607692307692307,8.041538461538464,1.9230769230769231,0.6923076923076923,0.5384615384615384,2.3076923076923075,0.0,1.7692307692307692,3327.166877454673,5167.902656013917,25.61046442538092,30.62769230769231,2.6153846153846154
M. Gibbs-White,42.82822591159432,41.13421684335016,15.111922628259777,6.721943793262281,2.098538187117505,0.2123314720033675,93.878,3.615,7.824,0.9,0.6,1.0,5.6,0.4,1.5,4180.9091192631695,4013.749562290249,19.389420474667144,31.8528,2.7
N. Collins,37.63825096264616,42.828966424522974,11.283275539846128,3.9656248439409336,1.0331736154840776,0.118547265321822,42.68222222222222,6.435555555555556,8.096666666666668,1.4444444444444444,0.8888888888888888,0.5555555555555556,1.1111111111111112,0.0,1.6666666666666667,3736.198193443536,4245.075364042645,14.987005443471556,30.548,2.0
J. Grealish,39.44841298326715,47.11568166874105,18.24098649115824,7.096902481578686,1.9282945769761568,0.1201891182042093,57.302,0.186,7.87,1.6,0.8,0.0,2.6,0.4,1.8,3382.782619847266,4017.619709273752,14.592257191057543,31.816800000000008,1.8
Marc Roca,36.416282706755794,51.008908869290494,21.50896413160101,6.3909005922563145,1.3190672188959565,0.0282353121538936,39.4025,0.2225,8.16,2.0,0.625,0.125,3.375,0.25,2.125,3287.884777620685,4597.733589165482,21.877695015115627,29.0565,2.375
T. Malacia,40.18670501112808,45.57869122591147,13.605146386522888,5.945025361413372,1.9850290468884604,0.0709327009866753,65.7975,0.445,8.29,2.0,1.25,0.75,7.25,0.25,2.0,3870.134746411316,4385.486305155651,14.019855669974104,30.96,1.75
D. Gray,41.16864826937209,42.56332300830947,12.54789662768235,5.856489290730867,2.391995268656348,0.4932778215328637,69.98538461538462,0.5969230769230769,7.566923076923076,1.0769230769230769,1.0,0.7692307692307693,6.307692307692308,0.3076923076923077,2.0,3740.910139314806,3870.506104558068,28.09327470633552,32.64369230769231,2.6923076923076925
L. Trossard,38.69197147740922,48.49680996878592,13.618671375226844,5.5291874278055735,2.36865075276428,0.344504624830918,62.083333333333336,0.5,7.740833333333332,1.0,0.9166666666666666,0.5,3.083333333333333,0.25,1.6666666666666667,3400.7343406796767,4298.569263003567,23.134812782898464,32.214000000000006,2.5
Y. Bissouma,34.99865946854006,59.85026097459875,20.301221408869747,5.188736739975346,0.8932031018013022,0.0359467518384082,31.875,0.0,7.5575,1.25,1.75,0.0,1.25,0.0,2.0,3123.9134301123345,5205.720083846154,12.63143791131196,29.925,1.25
N. Kebano,35.43072554355878,50.0132922911003,15.72534867457836,6.298836346320346,1.898269452781552,0.2116920804018833,57.97375,0.5387500000000001,8.5825,1.25,0.375,0.375,3.125,0.5,2.0,2792.476677008157,3900.6470466651726,27.86063908514028,30.8565,2.625
R. Fredericks,41.04755133099531,40.46599789211485,11.15506098917762,5.185324940574972,1.857783915838504,0.3340424318997455,53.85666666666666,0.24,7.976666666666667,2.0,0.3333333333333333,0.3333333333333333,5.0,0.0,1.6666666666666667,3484.282788197801,3463.589692017013,18.826268753636903,33.132,1.6666666666666667
A. Elanga,46.01621482552752,45.43367121787739,11.95769018009946,5.936975543418372,3.1601854719696965,0.7709591532569344,63.18,0.61,6.34,0.0,1.0,0.0,6.0,1.0,1.0,3667.18554682904,3620.760704923376,30.78492220370949,33.336,2.0
Willian,41.4261040552302,39.28513927704218,13.040538690742617,5.490718967886712,1.939456520326772,0.3952657374037426,64.8,0.3375,8.072500000000002,1.75,0.75,1.0,4.75,0.25,2.25,3423.631252971949,3211.530194683619,17.664252741934817,32.346000000000004,2.0
Jorginho,32.34418548006954,59.47227188211208,19.72175754412084,5.067299960223695,0.6165551673892389,0.0058317307889598,30.7325,0.0,7.87625,1.625,0.625,0.5,1.75,0.0,2.125,2769.307659674416,5063.243269442874,13.980381801601812,28.125,1.625
H. Elliott,35.739248914177374,51.98824679726442,19.868872562309,9.17273432803776,2.1003850717207952,0.1781171050621141,56.945000000000014,0.3316666666666667,7.403333333333333,1.0,1.0,0.1666666666666666,4.833333333333333,0.3333333333333333,1.5,3175.778987470107,4595.404382042086,26.04239222532563,30.438,3.1666666666666665
Lucas Paqueta,40.37083480884313,47.98671878648493,18.684203703181485,6.69131948778444,1.9514108611959275,0.1392439016026362,51.2775,0.215,9.1925,1.5,0.75,0.25,4.25,0.25,2.25,3427.9689481097066,4055.40412106217,25.0997091725485,31.077,2.25
D. Kulusevski,44.50895706369971,49.62925759216193,19.8124289970459,8.18613187683792,3.2683868327851573,0.3126410819344087,53.665,0.0916666666666666,7.475,1.6666666666666667,0.5,0.5,4.0,0.1666666666666666,1.8333333333333333,3815.677377473132,4229.97568856039,27.447497001765104,31.944000000000003,3.333333333333333
C. Jones,38.74422557436829,52.136257692961415,19.91687957876755,6.97785182184023,1.2180871226847438,0.0,43.99,0.0,6.87,1.0,1.0,1.0,0.0,0.0,2.0,3738.688620507959,5030.975079845133,13.086716368626847,30.168000000000003,1.0
J. Lascelles,37.81587624411349,47.13456588544869,12.611677085123098,4.511360919655565,1.227943337874324,0.0486020117131167,57.41,0.0,7.89,2.0,0.0,1.0,4.0,0.0,2.0,3889.110765865445,4847.475870879161,19.81246286863676,30.528,2.0
V. Janelt,36.75303015793671,52.76266117389052,17.86020422389023,6.187440278375364,1.0423365580789663,0.0631283028944711,44.2625,3.1225,7.945,1.625,1.0,0.0,1.875,0.0,1.75,3464.721793997087,4965.927816878654,19.587456352627896,29.493,3.25
R. Christie,32.93022821424233,60.68116890342001,18.588518143263595,6.988096914888069,1.557485969611351,0.1537435716208761,43.365,0.1949999999999999,7.825,1.0,1.0,0.5,4.333333333333333,0.3333333333333333,2.333333333333333,2894.588252624551,5283.028181499366,24.19062137423957,30.666,2.1666666666666665
R. Freuler,37.41011810864064,57.48903703529498,20.3184621511272,6.0663390537214585,1.215780111317044,0.0,47.85285714285714,0.0,7.828571428571429,2.0,0.7142857142857143,0.4285714285714285,2.142857142857143,0.0,2.0,3391.1380190436284,5184.475908529551,25.506553363873746,29.06742857142857,3.142857142857143
Alisson,44.13598986977439,9.927367980638326,1.0278504665886186,0.3053209147632155,0.0596428970690398,0.0,11.026666666666666,0.1325,8.129166666666665,2.1666666666666665,0.5833333333333334,0.1666666666666666,0.75,0.0833333333333333,2.0,4366.635121782371,984.51283696617,8.564380395463278,25.146,1.5
Emerson Royal,38.04947267900242,44.19119621952588,17.456495464250246,8.26724529498567,2.677161052924788,0.2376984960099429,67.24142857142859,0.2114285714285714,8.209999999999999,1.5714285714285714,0.7142857142857143,0.2857142857142857,4.571428571428571,0.2857142857142857,1.8571428571428568,3650.676336288691,4242.986534397232,33.31818911477602,31.592571428571425,3.0
Douglas Luiz,36.017236634839506,50.50868125364728,16.643038955378607,4.928739753539818,1.374275468057051,0.1365995829036451,40.05285714285714,2.5085714285714285,7.925714285714286,1.8571428571428568,0.4285714285714285,0.5714285714285714,1.8571428571428568,0.0,1.8571428571428568,3357.754891864523,4700.304140272879,23.74663578895437,30.317142857142866,3.0
E. Mwepu,33.51636793320147,60.62962652148512,18.55226297821532,7.416964749456579,1.6888913401242307,0.0581166472669386,48.83,0.0,6.63,0.0,2.0,1.0,4.0,0.0,2.0,2902.070578109472,5249.717261740325,14.808769542504326,30.780000000000005,3.0
T. Awoniyi,38.43065389458491,42.06072183568848,11.306518926844518,6.114911869041408,2.5596852717848133,0.5594891004480028,102.34666666666668,0.1466666666666666,9.116666666666664,0.6666666666666666,0.6666666666666666,0.6666666666666666,8.0,0.0,2.333333333333333,2722.093654381464,2956.349018204243,19.701481480223848,32.544000000000004,2.333333333333333
Bruno Fernandes,37.52705224127336,50.9924712482591,18.87741339125944,8.353963639559169,2.4629480072304832,0.1416833003690667,68.97583333333334,0.59,7.714166666666666,1.1666666666666667,0.75,0.5,3.8333333333333335,0.25,1.9166666666666667,3606.224065258736,4898.148179255011,32.714816834995005,30.381,3.6666666666666665
Ayoze Perez,41.12854360921306,45.81819839151523,13.254518226054888,5.470213998219249,1.85236726615585,0.103639643708436,62.22,0.0,6.77,0.0,3.0,0.0,2.0,0.0,2.0,2690.6293229147186,2997.4265387729265,10.086428077723554,31.248,1.0
