Jugador,partido,walkingRhythm_ritmo,joggingRhythm_ritmo,lowSpeedRunningRhythm_ritmo,highSpeedRunningRhythm_ritmo,sprintRhythm_ritmo,veryHighSpeedRhythm_ritmo,acc_dist_0_1,acc_dist_1_2,acc_dist_2_3,acc_dist_3_4_aceleraciones,acc_dist_5_6_aceleraciones,max_acceleration_aceleraciones,num_efforts_0_1_aceleraciones,num_efforts_1_2_aceleraciones,num_efforts_2_3_aceleraciones,num_efforts_3_4_aceleraciones,num_efforts_5_6_aceleraciones,num_efforts_max_acc_aceleraciones,totalDistance,walkingDistance_umbral_est,joggingDistance_umbral_est,lowSpeedRunningDistance,highSpeedRunningDistance,sprintDistance,veryHighSpeedDistance,avgSpeed,maxSpeed,distance_above_60_percent,distance_above_75_percent,distance_above_85_percent,distance_above_90_percent,distance_above_95_percent_umbral_rel,maxSpeed_umbral_rel,esfuerzos_high_speed_running,esfuerzos_sprint,esfuerzos_velocidad_muy_alta,esfuerzos_above_75_percent,esfuerzos_above_85_percent,esfuerzos_above_90_percent,esfuerzos_above_95_percent_umbral_rel,esfuerzos_ponderados,anómalo
B. De Cordova-Reid,Fulham - Newcastle,37.24561003728614,47.18159321278651,20.09713856597753,9.912394765648337,2.768682164229704,0.1588617694207401,8728.91,2164.73,523.55,98.87,0.0,7.68,2,1,0,8,0,2,11457.10106390846,3635.916451839874,4605.86712943222,1961.8826668107276,967.6479770225908,270.2787528721037,15.508085930852657,7.059782626510962,32.016000000000005,1462.3816436412285,448.14042644966617,96.11007178817648,30.07788265955173,12.140342275909552,32.04,93,27,2,43,9,3,2,59.8,1
B. De Cordova-Reid,West Ham - Fulham,37.11277334874391,46.187363106523954,19.60683590452622,6.390977976411899,1.51073073424667,0.0682363627595866,8633.42,1868.64,385.4,52.67,0.0,7.78,2,0,0,5,0,2,10874.8080618497,3640.0208100448026,4530.056573487869,1923.038465515932,626.8271199264791,148.1724704149134,6.6926224594602575,6.680948205546493,30.15600000000001,1258.4829969786472,369.8234633430587,116.89496346697244,72.80783752693783,27.79313366606032,30.348,59,13,2,29,7,6,4,50.5,1
B. De Cordova-Reid,Fulham - Bournemouth,36.574097593293295,47.78115027463366,18.761299282490132,7.436813664106137,2.502049532348204,0.0853318054433266,8700.26,1937.19,452.68,60.82,0.0,7.82,2,0,1,5,0,2,11076.478656711704,3580.604154383414,4677.774611886635,1836.731199755784,728.0640577159909,244.9506492168892,8.353983752901678,6.819610010214506,30.144000000000005,1562.0891583477655,486.53862787866666,219.63640864313905,109.23291473491486,49.184940209645895,30.312,84,15,3,34,12,10,4,66.2,1
B. De Cordova-Reid,Fulham - Aston Villa,38.88407741127425,40.95229229944072,13.625805598322444,5.214547339699465,1.7061219055390848,0.0356441259229096,7527.04,1577.74,377.36,46.57,0.76,7.7,2,0,1,1,1,2,9451.722882876033,3659.898979540504,3854.56625886436,1282.506242266103,490.8105774369794,160.58588082235715,3.3549439456173307,6.064065729362185,30.216000000000005,1013.546124634454,316.796316507453,114.6292587781825,62.958891062549576,11.499981838109669,30.528,56,14,1,22,9,5,2,41.4,-1
B. De Cordova-Reid,Leeds - Fulham,40.43864615074971,39.78709345066172,13.82256293968192,6.020423602075441,2.4945679279484976,0.0171658859445726,8004.45,1587.88,417.37,68.29,0.0,8.5,1,2,0,1,0,2,9997.833562281916,3941.285249339237,3877.782751346327,1347.193059311199,586.7705523369461,243.12890548428703,1.6730444637778694,6.194899551968263,30.084000000000003,1248.5770111345075,494.7832398100748,188.7111283855328,76.75625840770712,24.376144633639232,30.132,66,21,1,34,17,7,3,66.30000000000001,-1
B. De Cordova-Reid,Fulham - Everton,40.77500752896867,44.62773295617086,16.890220432466965,6.702244951284104,3.6399776495203935,0.1117704751248074,6788.09,1472.26,326.3,71.14,0.0,8.44,2,0,1,5,0,2,8605.599175146685,3112.2204079944154,3406.286097434668,1289.1742248754283,511.5600163150114,277.82736072906,8.531067798026138,6.775015634553236,31.28400000000001,1039.5551010817494,410.8848143753797,191.4459582817979,66.14564861298966,10.213506504190509,31.428,57,15,1,27,11,7,1,49.7,1
A. Mitrovic,Fulham - Liverpool,46.44311366056274,41.01062113093314,12.497736633647849,6.122482940284469,1.3545310698304582,0.0885566267662894,8621.18,1516.73,365.27,50.75,0.67,7.52,1,0,1,6,0,1,10491.87135455268,4532.07384137658,4001.953112026892,1219.570799833469,597.4522935894261,132.1796568976222,8.64165082861041,6.4646127412468,31.704,868.5628798151599,194.9446908166705,60.41307722200499,15.206694333984816,5.228647250467642,32.184,68,11,1,18,5,1,1,26.3,1
A. Mitrovic,Wolves - Fulham,44.09777763202593,39.367572889579314,15.764495719674777,5.753484368030381,0.8690363745019235,0.0835851474266734,9019.6,1448.66,279.24,46.92,0.84,12.16,0,1,0,3,0,2,10738.374347703437,4470.0447259663615,3990.55963857369,1597.9943827843665,583.2115321060129,88.09132049534497,8.472747777483793,6.384650904307795,30.864,1030.678890439273,228.8178104181493,65.36427424630114,32.56722674212151,13.405208773750031,30.96,56,5,1,20,2,2,2,27.8,1
A. Mitrovic,Fulham - Brentford,43.63642234416821,40.254868652330345,12.081153967136531,4.507820372653361,1.1553133246251293,0.0,7989.43,1241.44,250.99,38.79,0.68,7.64,1,0,2,3,1,2,9462.272373331056,4062.55092024206,3747.7282715319543,1124.755434340411,419.678076694028,107.55967052259952,0.0,6.126186036519871,29.484000000000005,895.7741742404286,305.540686698683,106.2673858609262,63.5434289314013,30.35630969383076,29.628000000000004,43,10,0,28,9,6,4,51.7,1
A. Mitrovic,Arsenal - Fulham,43.47998957477793,46.27440094567396,16.708818535106094,3.917572379131756,1.0498265212045008,0.1559058471360674,9313.78,1430.45,286.31,48.8,1.0,7.56,1,1,0,1,2,2,11011.729137129149,4290.750304537669,4566.512133322259,1648.8819091060532,386.5991009473188,103.60038053419748,15.38530868154426,6.7398175308224975,31.524000000000004,748.07298663465,187.8578782888908,44.704827686506256,21.85014448438547,15.38530868154426,31.644,55,10,1,13,4,1,1,20.2,1
A. Mitrovic,Fulham - Brighton,42.57605967710332,44.66682535481267,18.01642215134772,5.503859109727291,0.4730554086897464,0.1443184049088402,9270.12,1405.19,309.26,33.93,0.76,7.07,1,0,0,1,1,1,10942.395528538427,4182.814022877555,4388.217812274646,1769.9933668889046,540.7174651366415,46.47454020104298,14.178321159594166,6.718937739626099,32.736000000000004,676.0099062618776,78.33974256424248,20.63380452672533,17.50398088674877,12.48511250276668,32.76,58,7,1,10,1,1,1,13.9,1
A. Mitrovic,Tottenham - Fulham,44.47086874105109,37.64257551190207,10.488937524091648,3.437970165299023,0.1736360806376985,0.0,8422.94,1229.4,256.81,21.84,0.0,9.29,1,1,1,0,0,3,9862.575198942504,4558.560518416011,3858.614940473375,1075.1860224695547,352.4148617442519,17.79885583923502,0.0,5.795523348074924,28.908000000000005,807.6366721473589,166.75284899676538,21.86067879401492,9.331463329890182,6.306025024126078,29.088,47,3,0,18,4,1,1,25.2,1
A. Mitrovic,Nottingham Forest - Fulham,44.26839769854214,41.75339763390752,13.781786422187798,7.370168702999066,2.2179727261622464,0.2978368850598243,8246.87,1461.1,316.37,87.81,0.72,8.36,0,1,1,4,0,2,10057.070130846758,4058.8218236536673,3828.229851060868,1263.6060577623257,675.7462011489745,203.35852601939587,27.30767120151843,6.600967643423254,31.28400000000001,1124.098614274377,399.017233087068,130.9292583745325,67.37616459898524,33.95317895989173,31.428,62,20,3,29,11,7,3,54.7,-1
A. Mitrovic,Fulham - Bournemouth,44.08960743574527,36.727021160531294,10.043778001242792,4.142895900576327,0.3312152568104701,0.0,7979.28,1212.94,187.73,21.75,0.0,12.46,2,1,0,2,0,3,9333.249288205392,4316.372567959463,3595.575371616014,983.2858663216696,405.5895086664224,32.425973641745024,0.0,5.760963023493361,29.95200000000001,730.8328255616602,124.01441004977109,28.24716519486518,22.48433863999989,14.740954059858954,29.988,35,2,0,15,2,1,1,20.0,1
A. Mitrovic,Fulham - Aston Villa,42.44680357001568,39.99207655174009,13.835519449910212,3.7132350242328953,1.2747363691690212,0.5060920283704772,7216.31,1173.92,278.89,40.13,0.0,9.66,1,1,0,4,0,3,8654.050864752086,3609.534686248901,3400.792883038139,1176.5264556221982,315.76112901068467,108.39933171290302,43.03637911919749,6.13312445611697,31.716000000000008,644.6383586257232,200.17345589982835,86.95756745109007,60.81276621680836,38.00228560393416,31.788,42,10,2,12,4,2,2,22.0,-1
A. Mitrovic,Leeds - Fulham,46.48706599775743,35.60117530290206,13.942978733034211,4.086541122260699,0.6346254810941874,0.0,7949.08,1391.71,279.87,26.06,0.0,8.68,1,1,1,1,0,3,9586.253747226348,4423.08937279996,3387.333159486788,1326.6279498524286,388.8207659793647,60.38249910784162,0.0,6.06855500280269,28.872000000000007,1026.1211151449595,250.9259801256274,72.76235451289381,32.261230333084015,20.369062347260147,29.052000000000003,42,7,0,30,8,2,2,44.4,1
A. Mitrovic,Fulham - Everton,45.82268539893576,38.025727178642754,11.144122183859231,3.9345871884931154,0.6967337578995058,0.0,7850.64,1229.69,259.79,90.61,0.76,7.62,0,2,0,3,0,1,9366.966993169315,4308.401623492604,3575.305621759921,1047.8075148003911,369.9430027527511,65.5092303635712,0.0,5.9918509589818125,29.184000000000008,879.3759661238593,228.61934919517788,71.03228408141513,38.655940020163335,20.66222235697806,29.304,43,7,0,23,8,2,2,37.4,1
Andreas Pereira,Fulham - Liverpool,35.7666920166828,57.84780249618623,20.80639610072311,7.057491266249396,2.724282783268451,0.5462091402727206,9206.84,1726.47,379.48,72.3,0.62,10.54,1,1,2,4,1,3,11318.465320181142,3245.1119666736304,5248.531120478977,1887.764318218608,640.3261825868077,247.1741769259466,49.557555296943946,7.531902788493334,34.68000000000001,762.0168455333453,204.8690200720747,62.722582490003205,25.90714675697402,17.008921894026223,34.74,81,17,5,12,5,2,1,21.6,-1
Andreas Pereira,Wolves - Fulham,35.287394108268124,54.30919592524718,18.0100750617281,6.693405509662291,1.425235285988904,0.3365319502475454,8470.75,1399.25,274.28,55.0,0.0,8.11,2,1,0,3,0,2,10136.840917045589,3082.001001416138,4743.365172111089,1572.9999558913323,584.6020372139045,124.48004987827088,29.392700534620623,7.0030187771925805,31.668000000000003,923.8015564613444,267.1019160295053,68.24668947431186,42.324336906224175,29.392700534620623,31.752,54,15,1,23,6,2,1,33.7,1
Andreas Pereira,Fulham - Brentford,33.98795728789108,50.75305156548884,20.487787894907644,8.18008887956809,3.3442316176104194,0.3495870457557202,9063.41,1842.92,420.62,67.41,0.0,7.65,1,1,0,3,0,2,11321.879793223075,3286.069003784269,4906.974202190013,1980.8276263059877,790.878259839575,323.3314602293007,33.79924087381555,7.071829201861749,30.936000000000003,1568.179099368899,551.4542909296423,226.25635685874752,126.3676699799331,51.98432198656449,31.068000000000005,84,23,5,39,18,9,5,78.0,-1
Andreas Pereira,Arsenal - Fulham,35.412801681019246,56.53604994721948,24.205093830940307,8.060148474358733,3.019526031644373,0.5032710600612628,8275.68,1603.91,359.22,47.98,0.0,7.71,2,0,0,3,0,2,10226.189705844336,2835.030859910131,4526.087705274568,1937.779128458978,645.2686196955791,241.73318900667635,40.29020349830449,7.69657675812966,32.580000000000005,1031.2042199980117,329.91075314212844,111.74874682696246,48.51337216358927,28.46642501418079,32.724000000000004,71,20,2,22,8,3,1,36.2,1
Andreas Pereira,Fulham - Brighton,34.77374993379689,53.97114025304072,23.34255564432211,9.486594443690455,3.216700942171715,0.4631046742282292,7883.06,1485.99,305.1,47.61,0.0,7.82,0,1,2,3,0,3,9672.101979722427,2685.228969887796,4167.651450339804,1802.5121468545533,732.554822941777,248.39364675449983,35.76094294390386,7.564418544418546,31.63200000000001,1211.2638916512165,393.7277930024498,155.54131549117264,84.66634839493072,27.40961487338033,31.86,69,19,4,25,6,5,3,42.6,1
Andreas Pereira,Nottingham Forest - Fulham,33.302165078714175,56.42949923258768,24.57052344560564,9.50716063447292,2.434336833436026,0.2223358786116072,8484.82,1753.89,372.91,71.06,0.85,7.08,2,1,1,5,1,2,10623.988879495511,2797.603881045849,4740.454132198916,2064.0877729205117,798.6648743666218,204.5005229208491,18.67769604256575,7.614499008015239,31.068000000000005,1441.6804285496962,378.22680099645214,128.16212974550083,59.08731960447905,30.23968006127979,31.176,79,19,2,28,11,4,3,49.8,1
Andreas Pereira,Fulham - Newcastle,32.83659325785089,49.43485558940206,24.26696056325996,7.93359340419462,1.643395883610368,0.6362771658703503,9150.37,1870.74,384.45,61.56,0.0,7.35,2,1,0,4,0,2,11397.29859786214,3205.5082338314046,4825.83060263743,2368.9406901854377,774.477388117479,160.42830615804414,62.113376932263606,7.0337557877484125,32.16000000000001,1182.3071693661452,300.1200103402085,142.89194205794453,93.10041083755806,50.35269448072381,32.25600000000001,76,15,4,18,6,4,4,35.8,1
Andreas Pereira,West Ham - Fulham,34.705297967777085,57.13846647233449,17.78810728883204,7.825989279564794,2.4890025251118244,0.0,8029.3,1332.82,217.04,27.17,0.0,7.85,1,1,1,0,0,3,9543.372285613435,2761.269190642904,4546.12685409384,1415.28110959044,622.6617937131069,198.03333757298049,0.0,7.228689094641586,28.93200000000001,1376.2118569528448,527.8052500705708,222.82986377508445,88.89235576763315,26.558148998567138,29.124,53,13,0,28,13,7,5,58.900000000000006,-1
Andreas Pereira,Fulham - Bournemouth,34.75070121951659,54.00633691881298,22.587781837618568,7.668065719048021,1.0174451717500042,0.1329744136136155,8688.97,1625.65,366.05,65.31,0.0,7.29,2,1,0,6,0,2,10675.308041107166,3087.252296341854,4797.922971867346,2006.6985384540335,681.2309584802263,90.38982905827038,11.8134469054336,7.262444844664565,30.768,1227.4182352501666,221.4514263986594,62.36225108011733,30.937514229264348,15.10956007024452,31.104000000000003,88,11,1,24,6,3,1,36.0,1
Andreas Pereira,Fulham - Aston Villa,34.6203007579339,54.88707995122175,19.39932569273796,7.515859887396888,2.9752705457958526,0.8942855941697704,8447.4,1774.79,314.98,39.86,0.0,10.41,2,0,1,2,0,3,10508.3188416784,3024.314073210579,4794.752347605561,1694.6604280986126,656.5604668967009,259.9097173122397,78.12180855469057,7.243117487694129,33.096000000000004,1029.8234374350775,347.692093438229,176.57510705118833,84.75822014673759,27.17276510038699,33.192,76,17,6,18,10,6,1,38.3,1
Andreas Pereira,Leeds - Fulham,34.81439826282621,50.56212636465887,22.431490570792672,9.102905257525578,2.7742240961923863,0.5689459439572235,9291.78,1982.4,459.18,56.7,0.0,7.9,1,1,0,9,0,2,11720.364506703963,3393.127302689252,4927.95337592087,2186.24784266469,887.1994894159678,270.38512782856395,55.45136818455087,7.243809501008927,33.00000000000001,1268.1655429219725,351.8509410495996,113.69122882302317,70.2958714295899,21.535356376855933,33.084,100,24,3,26,6,6,1,41.900000000000006,1
Andreas Pereira,Fulham - Everton,32.965574455104125,57.31993528262098,24.98203203805912,7.07843461167074,2.0797842013069747,0.2212061399611595,7627.46,1611.86,317.68,43.18,0.97,7.47,1,0,3,3,1,3,9543.802752529393,2524.064150779139,4388.796378139346,1912.79091971406,541.9721434335896,159.24214368007068,16.937016783026113,7.525707792773183,31.056,1017.2017954605118,281.68103205799576,106.29003177452948,48.946778182193015,20.27782743593322,31.284,62,15,2,24,11,5,2,45.6,1
H. Reed,Fulham - Liverpool,35.96269904684279,52.241197642838976,18.26423700796138,4.896503920021451,2.050823643420776,0.1549048580396523,8638.36,2022.68,424.08,58.2,2.07,8.18,2,0,1,6,2,2,11082.5748937913,3509.360048654409,5097.870203313703,1782.285128026898,477.8171741954266,200.12620720381068,15.116132397036072,6.845831938514091,30.516,1069.4245838095806,363.3800245293902,165.69427204999806,89.90575932613392,46.182826226546,30.6,58,15,1,22,12,8,4,51.6,1
H. Reed,Wolves - Fulham,34.85867924413691,47.78818486873189,22.32746328983335,6.88272024275429,1.8576694674923184,0.0164330788247486,9073.15,1977.89,462.41,79.5,0.0,8.31,1,2,1,3,0,3,11528.54759110638,3533.5081193806777,4844.129006193789,2263.260528812774,697.6784086071932,188.305761688138,1.6657664235353582,6.850319763235778,30.048000000000005,1561.3477862946436,420.46574495029216,150.66653219277077,58.87772647142072,30.966081342379347,30.276,69,14,1,29,12,4,3,51.9,1
H. Reed,Fulham - Brentford,34.78453296577211,49.1361640981035,21.008659714799418,5.341561989304858,0.9952456399926676,0.0873428929888247,8505.96,1884.61,391.54,58.05,0.0,8.84,0,2,0,4,0,3,10766.028264214694,3363.084595574067,4750.648132218307,2031.187250092524,516.4400183326247,96.22366595995774,8.444602037136205,6.720598034821583,30.70800000000001,1041.5827988941385,193.7480448210462,72.16752399066004,21.205997955310472,13.378485237981195,30.888,59,9,1,17,6,2,1,27.7,1
